rodzaj;kod pocztowy;miasto;ulica;Lat;Long
STM;11-400;K TRZYN;TRAUGUTTA 7/107;54.076153;21.37676
STM;11-400;K TRZYN;TRAUGUTTA 7/108;54.076153;21.37676
ZPO;11-400;K TRZYN;ROMUALDA TRAUGUTTA 7;54.076153;21.37676
ZPO;11-400;K TRZYN;ROMUALDA TRAUGUTTA 7/16;54.076153;21.37676
AOS;11-400;K TRZYN;M.C. SK£ODOWSKIEJ 2;54.082334;21.377269
POZ;11-400;K TRZYN;M.C. SK£ODOWSKIEJ 2;54.082334;21.377269
REH;11-400;K TRZYN;M.C. SK£ODOWSKIEJ 2;54.082334;21.377269
SZP;11-400;K TRZYN;M.C. SK£ODOWSKIEJ 2;54.082334;21.377269
ZPO;11-400;K TRZYN;M.CURIE-SK£ODOWSKIEJ 2;54.082334;21.377269
STM;11-400;K TRZYN;TRAUGUTTA 21;54.07598;21.377569
ZPO;11-400;K TRZYN;W£ADYS£AWA £OKIETKA 29;54.090979;21.378847
POZ;11-400;K TRZYN;ASNYKA 8;54.077388;21.379484
OPH;11-400;K TRZYN;PONIATOWSKIEGO 3;54.091984;21.382368
SPO;11-400;K TRZYN;PONIATOWSKIEGO 3;54.091984;21.382368
AOS;11-400;K TRZYN;KR”TKA 4;54.073868;21.382525
AOS;11-400;K TRZYN;KR”TKA 4/111;54.073868;21.382525
AOS;11-400;K TRZYN;KR”TKA 4/112;54.073868;21.382525
POZ;11-400;K TRZYN;KR”TKA 4;54.073868;21.382525
POZ;11-400;K TRZYN;KR”TKA 4/112;54.073868;21.382525
PSY;11-400;K TRZYN;KR”TKA 4;54.073868;21.382525
REH;11-400;K TRZYN;KR”TKA 4/70;54.073868;21.382525
STM;11-400;K TRZYN;KR”TKA 4/103;54.073868;21.382525
ZPO;11-400;K TRZYN;KR”TKA 4;54.073868;21.382525
ZPO;11-400;K TRZYN;K”TKA 4;54.073868;21.382525
POZ;11-700;KOSEWO;KOSEWO 31;53.83413;21.3865
POZ;11-410;WINDA;1;54.163108;21.390985
POZ;11-400;KRUSZEWIEC;KRUSZEWIEC 20;54.073958;21.406249
POZ;11-400;KAROLEWO;KAROLEWO 9;54.07416;21.42196
STM;11-400;KAROLEWO;9;54.074164;21.42196
POZ;11-710;KRUTY—;23;53.689321;21.428457
POZ;11-400;KAROLEWO;12;54.07521;21.44057
POZ;11-730;BARANOWO;13;53.825769;21.446496
STM;11-730;BARANOWO;13;53.825769;21.446496
POZ;11-400;NAKOMIADY;1;54.008004;21.450898
POZ;11-730;BARANOWO;BARANOWO 29;53.82637;21.45278
STM;12-210;UKTA;MR•GOWSKA 22;53.687203;21.490466
POZ;12-220;UKTA;11;53.688502;21.496266
POZ;11-420;SROKOWO;PLAC RYNKOWY 14;54.214091;21.522358
AOS;11-420;SROKOWO;LUDOWA 2;54.213908;21.525074
POZ;11-420;SROKOWO;LUDOWA 2;54.213908;21.525074
STM;11-420;SROKOWO;LUDOWA 2;54.213908;21.525074
RTM;11-520;RYN;MAZURSKA 19;53.93156;21.529878
ZPO;12-221;RUCIANE-NIDA;HARCERSKA 1;53.639551;21.532578
AOS;12-221;RUCIANE-NIDA;POLNA 1;53.640978;21.532762
POZ;12-220;RUCIANE-NIDA;POLNA 1;53.640978;21.532762
STM;12-221;RUCIANE-NIDA;POLNA 1;53.640978;21.532762
REH;12-221;RUCIANE-NIDA;GA£CZY—SKIEGO 18A;53.640616;21.534616
POZ;12-220;RUCIANE-NIDA;GA£CZY—SKIEGO 2;53.641518;21.540743
RTM;12-221;RUCIANE-NIDA;GA£CZY—SKIEGO 2;53.641518;21.540743
AOS;11-520;RYN;KONRADA WALLENRODA 10;53.939699;21.54927
POZ;11-520;RYN;KONRADA WALLENRODA 10;53.939699;21.54927
REH;11-520;RYN;KONRADA WALLENRODA 10;53.939699;21.54927
STM;11-520;RYN;WALLENRODA 10;53.939699;21.54927
ZPO;11-520;RYN;KONRADA WALLENRODA 2;53.938368;21.549819
POZ;12-220;RUCIANE-NIDA;MAZURSKA 15;53.653312;21.563431
ZPO;11-730;MIKO£AJKI;3 MAJA 3/1;53.802702;21.570604
REH;11-730;MIKO£AJKI;KOLEJOWA 13;53.803778;21.571689
POZ;11-730;MIKO£AJKI;SZKOLNA 2;53.8027;21.57301
ZPO;11-730;MIKO£AJKI;PLAC WOLNOåCI 5;53.800459;21.573378
REH;11-730;MIKO£AJKI;SZKOLNA 2/0;53.80108;21.57504
RTM;11-730;MIKO£AJKI;SZKOLNA 2;53.80108;21.57504
STM;11-730;MIKO£AJKI;SZKOLNA 2;53.80108;21.57504
POZ;11-730;WOèNICE;WOèNICE 11A;53.819347;21.579492
POZ;11-730;MIKO£AJKI;PAPIEØA JANA PAW£A II 7;53.799842;21.581773
STM;11-730;MIKO£AJKI;PTASIA 16/4;53.802877;21.585425
RTM;12-222;WIERZBA;OåRODEK PAN W WIERZBIE;53.7567059;21.6097275
PSY;11-600;W GORZEWO;R”ØEWIEC 1;54.244089;21.610128
POZ;11-730;WOèNICE;28;53.851828;21.630218
STM;11-730;WOèNICE;28;53.851828;21.630218
PSY;11-604;RUDZISZKI;5;54.314485;21.658961
RTM;11-600;SZTYNORT;11;54.131454;21.683355
POZ;11-730;OLSZEWO;OLSZEWO 1;53.858878;21.689473
POZ;11-500;WILKASY;OLSZTY—SKA 54;54.011685;21.732306
POZ;11-600;W GORZEWO;ZAMKOWA 34;54.216491;21.733428
POZ;11-500;WILKASY;SZKOLNA 8;54.01363;21.734151
AOS;11-600;W GORZEWO;3-GO MAJA 17;54.207728;21.737225
AOS;11-600;W GORZEWO;3 MAJA 17;54.207728;21.737225
AOS;11-600;W GORZEWO;3 MAJA 17 B;54.207728;21.737225
POZ;11-600;W GORZEWO;3 MAJA 17;54.207728;21.737225
PSY;11-600;W GORZEWO;3 MAJA 17;54.207728;21.737225
REH;11-600;W GORZEWO;3 MAJA 17;54.207728;21.737225
SZP;11-600;W GORZEWO;3 MAJA 17;54.207728;21.737225
ZPO;11-600;W GORZEWO;3 MAJA 17;54.207728;21.737225
POZ;11-600;W GORZEWO;3 MAJA 17B;54.207342;21.737635
POZ;11-600;W GORZEWO;3-MAJA 17B;54.207342;21.737635
POZ;11-600;W GORZEWO;PIONIER”W 3;54.211521;21.737936
POZ;11-600;W GORZEWO;PIONIER”W 6;54.212011;21.73797
ZPO;11-600;W GORZEWO;ARMII KRAJOWEJ 2C;54.215597;21.738341
STM;11-600;W GORZEWO;ARMII KRAJOWEJ 2A;54.215526;21.738434
STM;11-600;W GORZEWO;PLAC WOLNOåCI 5/2;54.21067;21.739092
RTM;11-600;W GORZEWO;3 MAJA 4;54.208886;21.740452
AOS;11-600;W GORZEWO;3-GO MAJA 17/13;54.21359;21.74163
AOS;11-600;W GORZEWO;3 MAJA 17B/14;54.21359;21.74163
AOS;11-600;W GORZEWO;3 MAJA 17B/32;54.21359;21.74163
AOS;11-600;W GORZEWO;ZAMKKOWA 14 1/1;54.21359;21.74163
OPH;11-600;W GORZEWO;3 - GO MAJA 17;54.21359;21.74163
POZ;11-600;W GORZEWO;3-GO MAJA 17B;54.21359;21.74163
POZ;11-600;W GORZEWO;3GO MAJA 17B;54.21359;21.74163
REH;11-600;W GORZEWO;3-MAJA 17B/27;54.21359;21.74163
REH;11-600;W GORZEWO;3-MAJA 17B/28-29;54.21359;21.74163
SPO;11-600;W GORZEWO;3 - GO MAJA 17;54.21359;21.74163
STM;11-600;W GORZEWO;3-GO MAJA 15A/3;54.21359;21.74163
STM;11-600;W GORZEWO;3-GO MAJA 17;54.21359;21.74163
ZPO;11-600;W GORZEWO;TEATRALNA 2;54.213702;21.742475
POZ;11-600;W GORZEWO;ZAMKOWA 6;54.210797;21.743025
POZ;12-250;D•BR”WKA;40;53.860735;21.743275
STM;11-600;W GORZEWO;KRASZEWSKIEGO 2E;54.210546;21.744187
STM;11-600;W GORZEWO;JASNA 15;54.205385;21.744544
POZ;11-600;W GORZEWO;BEMA 12;54.207446;21.748185
PSY;11-600;W GORZEWO;BEMA 24;54.204968;21.752803
PSY;11-600;W GORZEWO;GEN. J. BEMA 24;54.204968;21.752803
PSY;11-600;W GORZEWO;GEN.J.BEMA 24;54.204968;21.752803
ZPO;11-500;GIØYCKO;WOJSKA POLSKIEGO 8;54.03763;21.755343
POZ;11-500;GIØYCKO;3 MAJA 21;54.037693;21.761278
SPO;11-500;GIØYCKO;3 MAJA 21;54.037693;21.761278
STM;11-500;GIØYCKO;DRZYMA£Y 8;54.043495;21.764419
POZ;11-500;GIØYCKO;SIKORSKIEGO 3;54.037244;21.76443
ZPO;11-500;GIØYCKO;OLSZTY—SKA 4;54.036473;21.765634
ZPO;11-500;GIØYCKO;OLSZTY—SKA 3A;54.035938;21.766419
AOS;11-500;GIØYCKO;I DYW. IM. T. KOåCIUSZKI 24A;54.036405;21.766734
SOK;11-500;GIØYCKO;I DYWIZJI IM. T. KOåCIUSZKI 24A;54.036405;21.766734
SPO;11-500;GIØYCKO;I DYWIZJI IM. T. KOåCIUSZKI 31;54.036405;21.766734
STM;11-500;GIØYCKO;I DYW. IM. T. KOåCIUSZKI 9/2;54.036405;21.766734
SZP;11-500;GIØYCKO;I DYWIZJI IM. T. KOåCIUSZKI 24A;54.036405;21.766734
POZ;11-500;GIØYCKO;WIEJSKA 50;54.053395;21.767251
POZ;11-500;GIØYCKO;GIMNAZJALNA 1;54.040964;21.768738
STM;11-500;GIØYCKO;GIMNAZJALNA 1;54.040964;21.768738
AOS;11-500;GIØYCKO;ØEGLARSKA 6/U3;54.034565;21.768739
POZ;11-500;GIØYCKO;TRAUGUTTA 2;54.038538;21.770477
POZ;11-500;GIØYCKO;TRAUGUTTA 1;54.038608;21.771749
AOS;11-500;GIØYCKO;MICKIEWICZA 14;54.037213;21.77223
ZPO;11-500;GIØYCKO;WARSZAWSKA 7;54.036106;21.772373
RTM;11-500;GIØYCKO;D•BROWSKIEGO 14A;54.03185;21.77262
OPH;11-500;GIØYCKO;PIONIERSKA 11;54.040732;21.773432
SPO;11-500;GIØYCKO;PIONIERSKA 11;54.040732;21.773432
POZ;11-500;GIØYCKO;PIONIERSKA 13/19;54.041115;21.773671
AOS;11-500;GIØYCKO;D•BROWSKIEGO 15;54.033782;21.77502
PSY;11-500;GIØYCKO;D•BROWSKIEGO 15;54.033782;21.77502
REH;11-500;GIØYCKO;D•BROWSKIEGO 15;54.033782;21.77502
POZ;11-500;GIØYCKO;KOåCIUSZKI 23;54.040741;21.775168
AOS;11-500;GIØYCKO;ARMII KRAJOWEJ 1;54.034311;21.775431
STM;11-500;GIØYCKO;ARMII KRAJOWEJ 1;54.034311;21.775431
ZPO;11-500;GIØYCKO;ARMII KRAJOWEJ 1;54.034311;21.775431
PSY;11-500;GIØYCKO;SM TKA 5;54.039235;21.775872
ZPO;11-500;GIØYCKO;ARMII KRAJOWEJ 4;54.033425;21.776498
ZPO;11-500;GIØYCKO;KOåCIUSZKI 18;54.039092;21.778282
AOS;11-500;GIØYCKO;BOHATER”W WESTERPLATTE 4/115;54.035356;21.779737
AOS;11-500;GIØYCKO;BOHATER”W WESTERPLATTE 4/14-15;54.035356;21.779737
AOS;11-500;GIØYCKO;BOHATER”W WESTRPLATTE 4;54.035356;21.779737
AOS;11-500;GIØYCKO;BOH. WESTERPLATTE 4;54.035356;21.779737
AOS;11-500;GIØYCKO;BOH.WESTERPLATTE 4;54.035356;21.779737
AOS;11-500;GIØYCKO;BOH.WESTERPLATTE 4/17;54.035356;21.779737
PSY;11-500;GIØYCKO;BOH. WESTERPLATTE 4;54.035356;21.779737
REH;11-500;GIØYCKO;BOH. WESTERPLATTE 4;54.035356;21.779737
SOK;11-500;GIØYCKO;BOHATER”W WESTRPLATTE 4;54.035356;21.779737
STM;11-500;GIØYCKO;BOHATEROW WESTERPLATTE 4/114;54.035356;21.779737
STM;11-500;GIØYCKO;BOHATER”W WESTERPLATTE 4/102;54.035356;21.779737
ZPO;11-500;GIØYCKO;BOHATER”W WESTERPLATTE 4;54.035356;21.779737
ZPO;11-500;GIØYCKO;BOHATER”W WESTERPLATTE 4/120;54.035356;21.779737
STM;11-500;GIØYCKO;JAGIE££Y 28;54.04199;21.779773
STM;11-500;GIØYCKO;KR”LOWEJ JADWIGI 20/IV;54.045394;21.78009
AOS;11-500;GIØYCKO;WODOCI•GOWA 2A;54.037571;21.78015
POZ;11-500;GIØYCKO;WARSZAWSKA 39;54.037402;21.780812
STM;11-500;GIØYCKO;WARSZAWSKA 39;54.037402;21.780812
ZPO;11-500;GIØYCKO;WODOCI•GOWA 15A;54.041725;21.781826
AOS;11-500;GIØYCKO;WARSZAWSKA 41;54.036916;21.782125
POZ;11-500;GIØYCKO;WARSZAWSKA 41;54.036916;21.782125
PSY;11-500;GIØYCKO;WARSZAWSKA 41A;54.036916;21.782125
STM;11-500;GIØYCKO;WARSZAWSKA 41;54.036916;21.782125
SZP;11-500;GIØYCKO;WARSZAWSKA 41;54.036916;21.782125
AOS;11-500;GIØYCKO;WODOCI•GOWA 17;54.042873;21.782563
POZ;11-500;GIØYCKO;WODOCI•GOWA 17;54.042873;21.782563
POZ;11-500;GIØYCKO;WODOCI•GOWA 17/113;54.042873;21.782563
SPO;11-500;GIØYCKO;WODOCI•GOWA 17;54.042873;21.782563
RTM;11-500;GIØYCKO;SUWALSKA 3A;54.036723;21.784049
POZ;11-500;GIØYCKO;WODOCI•GOWA 8/07;54.043712;21.784248
STM;11-500;GIØYCKO;WODOCI•GOWA 8;54.043712;21.784248
POZ;11-500;GIØYCKO;BIA£OSTOCKA 3;54.035633;21.785558
ZPO;11-500;GIØYCKO;KAZIMIERZA WIELKIEGO 2;54.043075;21.790687
POZ;12-250;DROZDOWO;14;53.847521;21.791317
AOS;12-200;PISZ;DWORCOWA 10;53.631566;21.793769
ZPO;12-200;PISZ;DWORCOWA 10;53.631566;21.793769
PSY;12-200;PISZ;DWORCOWA 13;53.630881;21.797107
STM;12-200;PISZ;DWORCOWA 13;53.630881;21.797107
AOS;12-200;PISZ;HENRYKA SIENKIEWICZA 4;53.626192;21.798478
AOS;12-200;PISZ;SIENKIEWICZA 4;53.626192;21.798478
POZ;12-200;PISZ;SIENKIEWICZA 4;53.626192;21.798478
POZ;12-200;PISZ;SIENKIEWICZA 4/2;53.626192;21.798478
POZ;12-200;PISZ;SIENKIEWICZA 4/31A;53.626192;21.798478
POZ;12-200;PISZ;SIENKIEWICZA 4/33;53.626192;21.798478
POZ;12-200;PISZ;SIENKIEWICZA 4/37;53.626192;21.798478
POZ;12-200;PISZ;SIENKIEWICZA 4/37/P;53.626192;21.798478
SPO;12-200;PISZ;SIENKIEWICZA 4/27/D;53.626192;21.798478
STM;12-200;PISZ;SIENKIEWICZA 4;53.626192;21.798478
SZP;12-200;PISZ;HENRYKA SIENKIEWICZA 4;53.626192;21.798478
AOS;12-200;PISZ;SIENKIEWICZA 2;53.626022;21.799525
OPH;12-200;PISZ;SIENKIEWICZA  2;53.626022;21.799525
POZ;12-200;PISZ;SIENKIEWICZA  2;53.626022;21.799525
PRO;12-200;PISZ;SIENKIEWICZA 2;53.626022;21.799525
REH;12-200;PISZ;SIENKIEWICZA  2;53.626022;21.799525
RTM;12-200;PISZ;SIENKIEWICZA  2;53.626022;21.799525
SZP;12-200;PISZ;SIENKIEWICZA  2;53.626022;21.799525
ZPO;12-200;PISZ;SIENKIEWICZA 2;53.626022;21.799525
AOS;12-200;PISZ;CHOPINA 1 1;53.627059;21.799854
PSY;12-200;PISZ;CHOPINA 1 1;53.627059;21.799854
AOS;12-200;PISZ;DR W£ KLEMENTOWSKIEGO 8;53.626318;21.800581
AOS;12-200;PISZ;DR W£. KLEMENTOWSKIEGO 8;53.626318;21.800581
AOS;12-200;PISZ;DR W£ KLEMENTOWSKIEGO 8/12;53.626318;21.800581
AOS;12-200;PISZ;DR W£. KLEMENTOWSKIEGO 8/5;53.626318;21.800581
AOS;12-200;PISZ;KLEMENTOWSKIEGO 8;53.626318;21.800581
OPH;12-200;PISZ;KLEMENTOWSKIEGO 8;53.626318;21.800581
POZ;12-200;PISZ;DR. W£ADYS£AWA KLEMENTOWSKIEGO 8;53.626318;21.800581
POZ;12-200;PISZ;KLEMENTOWSKIEGO 8/14;53.626318;21.800581
PSY;12-200;PISZ;KLEMENTOWSKIEGO 8;53.626318;21.800581
SOK;12-200;PISZ;KLEMENTOWSKIEGO 8;53.626318;21.800581
STM;12-200;PISZ;KLEMENTOWSKIEGO 8/9A;53.626318;21.800581
AOS;11-500;GIØYCKO;OBWODOWA 3;54.031948;21.800671
POZ;11-500;GIØYCKO;OBWODOWA 3;54.031948;21.800671
REH;11-500;GIØYCKO;OBWODOWA 3;54.031948;21.800671
STM;11-500;GIØYCKO;OBWODOWA 3;54.031948;21.800671
ZPO;12-200;PISZ;MATEJKI 2D;53.62661;21.801399
POZ;12-200;PISZ;DWORCOWA 7;53.629602;21.801574
ZPO;12-200;PISZ;KLEMENTOWSKIEGO 7;53.6283;21.802118
POZ;12-200;PISZ;LIPOWA 10;53.626066;21.803484
POZ;12-200;PISZ;GIZEWIUSZA 1;53.630136;21.8041
ZPO;12-200;PISZ;GIZEWIUSZA 4C;53.630268;21.804384
POZ;12-200;PISZ;PI£SUDSKIEGO 12;53.626263;21.807287
ZPO;12-200;PISZ;PLAC DASZY—SKIEGO 12/2;53.628823;21.807556
ZPO;12-200;PISZ;WOJSKA POLSKIEGO 2;53.629149;21.808771
PSY;12-200;PISZ;KOPERNIKA 8;53.630939;21.808844
POZ;12-200;PISZ;M£ODZIEØOWA 26;53.62653;21.811746
ZPO;12-200;PISZ;WARSZAWSKA 21;53.623874;21.814269
POZ;12-200;PISZ;SIKORSKIEGO 15;53.627803;21.814788
STM;12-200;PISZ;WOJSKA POLSKIEGO 12 B;53.628542;21.814836
POZ;12-200;PISZ;JAGODNA 4;53.617485;21.821591
POZ;12-200;PISZ;WO£ODYJOWSKIEGO 2A;53.623489;21.830326
POZ;12-250;OKARTOWO;22;53.806979;21.856083
POZ;11-610;POZEZDRZE;1  MAJA 1C;54.139345;21.857553
STM;11-610;POZEZDRZE;1 MAJA 1C;54.139345;21.857553
POZ;12-200;£UPKI;15;53.6511422;21.8606637
POZ;11-513;MI£KI;GIØYCKA 45;53.941472;21.874656
STM;11-513;MI£KI;GIØYCKA 45;53.941472;21.874656
POZ;11-606;BUDRY;ALEJA WOJSKA POLSKIEGO 25;54.253336;21.878715
STM;11-606;BUDRY;WOJSKA POLSKIEGO 25;54.253336;21.878715
PSY;12-250;ORZYSZ;GAUDYNKI 43;53.761336;21.88442
POZ;11-612;KRUKLANKI;DWORCOWA 4;54.088479;21.920296
STM;11-612;KRUKLANKI;DWORCOWA 4;54.088479;21.920296
STM;12-250;ORZYSZ;MICKIEWICZA 10;53.813692;21.940879
RTM;12-250;ORZYSZ;WOJSKA POLSKIEGO 54 A;53.802585;21.94162
POZ;12-250;ORZYSZ;WOJSKA POLSKIEGO 14;53.807939;21.94522
POZ;12-250;ORZYSZ;OSIEDLE ROBOTNICZE 11;53.812715;21.945716
STM;12-250;ORZYSZ;OSIEDLE ROBOTNICZE 11A;53.812715;21.945716
POZ;12-250;ORZYSZ;WOJSKA POLSKIEGO 7;53.807772;21.94584
ZPO;12-250;ORZYSZ;CIERNIAKA 1;53.808672;21.946733
AOS;12-250;ORZYSZ;CIERNIAKA 12;53.807942;21.949075
OPH;12-250;ORZYSZ;CIERNIAKA 12;53.807942;21.949075
POZ;12-250;ORZYSZ;CIERNIAKA 12;53.807942;21.949075
REH;12-250;ORZYSZ;CIERNIAKA 12;53.807942;21.949075
STM;12-250;ORZYSZ;CIERNIAKA 12;53.807942;21.949075
POZ;12-230;KUMIELSK;2;53.557744;21.989451
STM;11-510;WYDMINY;40 LECIA PRL 4;53.982158;22.027184
AOS;11-500;WYDMINY;40 LECIA PRL 6;53.981205;22.030249
POZ;11-510;WYDMINY;40 - LECIA PRL 6;53.981205;22.030249
STM;11-510;WYDMINY;KOLEJOWA 4;53.978543;22.031225
RTM;11-510;WYDMINY;SK£ADOWA 1A;53.980797;22.032746
POZ;11-510;WYDMINY;GRUNWALDZKA 94;53.98008;22.035761
REH;11-510;WYDMINY;GRUNWALDZKA 94/111-113;53.98008;22.035761
RTM;19-520;BANIE MAZURSKIE;KONOPNICKIEJ 55;54.245868;22.036267
POZ;19-520;BANIE MAZURSKIE;KONOPNICKIEJ 12;54.245182;22.042156
OPH;19-520;BANIE MAZURSKIE;KOåCIUSZKI 1;54.244631;22.042717
POZ;19-520;BANIE MAZURSKIE;KOåCIUSZKI 1;54.244631;22.042717
REH;19-520;BANIE MAZURSKIE;KOåCIUSZKI 1;54.244631;22.042717
SPO;19-520;BANIE MAZURSKIE;KOåCIUSZKI 1;54.244631;22.042717
STM;19-520;BANIE MAZURSKIE;UL. KOåCIUSZKI 1;54.244631;22.042717
POZ;12-230;BIA£A PISKA;MONIUSZKI 7;53.610003;22.051882
ZPO;12-230;BIA£A PISKA;KONOPNICKIEJ 11A;53.605364;22.053769
POZ;12-230;BIA£A PISKA;KAJKI 1;53.610442;22.054238
POZ;12-230;BEMOWO PISKIE;BEMA 1;53.735378;22.056149
AOS;12-230;BIA£A PISKA;KONOPNICKIEJ 4;53.609045;22.060033
POZ;12-230;BIA£A PISKA;KONOPNICKIEJ 4;53.609045;22.060033
POZ;12-230;BIA£A PISKA;KONPONICKIEJ 4;53.609045;22.060033
REH;12-230;BIA£A PISKA;KONOPNICKIEJ 4/25;53.609045;22.060033
RTM;12-230;BIA£A PISKA;KONOPNICKIEJ 4;53.609045;22.060033
SPO;12-230;BIA£A PISKA;KONOPNICKIEJ 4/25;53.609045;22.060033
STM;12-230;BIA£A PISKA;KONOPNICKIEJ 4;53.609045;22.060033
POZ;12-230;BIA£A PISKA;SIENKIEWICZA 16;53.611901;22.063045
POZ;12-230;DRYGA£Y;SZKOLNA 2;53.682876;22.102259
POZ;12-230;DRYGA£Y;SIENKIEWICZA 18;53.682029;22.103726
STM;12-230;DRYGA£Y;SIENKIEWICZA 18;53.682029;22.103726
POZ;12-230;KOØUCHY;35;53.588212;22.120343
PSY;19-330;STARE JUCHY;MAZURSKA 33;53.920036;22.16995
POZ;19-330;STARE JUCHY;E£CKA 14;53.921062;22.174412
STM;19-330;STARE JUCHY;E£CKA 14;53.921062;22.174412
POZ;19-500;JAB£O—SKIE;JAB£O—SKIE 3;54.2869158;22.2191602
POZ;12-230;SKARØYN;19;53.61098;22.22539
POZ;19-500;GRABOWO;GRABOWO 27;54.22544;22.23882
STM;19-500;GRABOWO;GRABOWO 27;54.22544;22.23882
POZ;19-332;WOSZCZELE;ZIELONA 11;53.859560;22.245140
POZ;19-300;R KUSY;R KUSY 17;53.807186;22.261243
POZ;19-500;GO£DAP;KOåCIUSZKI 25;54.303644;22.295686
POZ;19-500;GO£DAP;KOåCIUSZKI 30;54.304723;22.296906
POZ;19-500;GO£DAP;WOJSKA POLSKIEGO 18;54.301702;22.298594
STM;19-500;GO£DAP;ØEROMSKIEGO 8A;54.309772;22.30113
STM;19-500;GO£DAP;ØEROMSKIEGO 8A/GAB 1;54.309772;22.30113
STM;19-500;GO£DAP;ØEROMSKIEGO 8A/GAB.NR5;54.309772;22.30113
PSY;19-500;GO£DAP;WOLNOåCI 15;54.304422;22.301663
ZPO;19-500;GO£DAP;PL.ZWYCI STWA 17A;54.308652;22.303297
POZ;19-500;GO£DAP;1-GO MAJA 25;54.306911;22.303448
ZPO;19-500;GO£DAP;PL.ZWYCI STWA 18;54.308124;22.303782
STM;19-500;GO£DAP;JA∆WIESKA 4;54.305239;22.305264
OPH;19-500;GO£DAP;S£ONECZNA 7B;54.309163;22.305743
REH;19-500;GO£DAP;S£ONECZNA 7B;54.309163;22.305743
SPO;19-500;GO£DAP;S£ONECZNA 7B;54.309163;22.305743
AOS;19-500;GO£DAP;S£ONECZNA 7;54.309055;22.30576
AOS;19-500;GO£DAP;S£ONECZNA 7/9;54.309055;22.30576
POZ;19-500;GO£DAP;S£ONECZNA 7;54.309055;22.30576
POZ;19-500;GO£DAP;S£ONECZNA 7/9;54.309055;22.30576
REH;19-500;GO£DAP;S£ONECZNA 7/9;54.309055;22.30576
RTM;19-500;GO£DAP;S£ONECZNA 7/9;54.309055;22.30576
SZP;19-500;GO£DAP;S£ONECZNA 7;54.309055;22.30576
POZ;19-500;GO£DAP;WARSZTATOWA 5;54.305885;22.30588
AOS;19-500;GO£DAP;S£ONECZNA 9;54.309754;22.305898
POZ;19-500;GO£DAP;S£ONECZNA 9;54.309754;22.305898
POZ;19-500;GO£DAP;S£ONECZNA 9/5;54.309754;22.305898
ZPO;19-500;GO£DAP;S£ONECZNA 9;54.309754;22.305898
AOS;19-500;GO£DAP;SZKOLNA 4;54.307959;22.306072
POZ;19-500;GO£DAP;SZKOLNA 4;54.307959;22.306072
ZPO;19-500;GO£DAP;PADEREWSKIEGO 9;54.308484;22.306796
POZ;19-500;GO£DAP;JA∆WIESKA 14;54.305075;22.308234
POZ;19-500;GO£DAP;POPIE£USZKI 2;54.306951;22.309861
POZ;19-411;åWI TAJNO;åWI TAJNO 54A;54.009825;22.310061
POZ;19-411;åWI TAJNO;104;54.001162;22.319805
UZD;19-500;GO£DAP;WCZASOWA 7;54.332513;22.321041
POZ;19-300;NOWA WIEå E£CKA;KOåCIUSZKI 6;53.769101;22.330689
STM;19-300;NOWA WIEå E£CKA;KOåCIUSZKI 6;53.769101;22.330689
POZ;19-300;E£K;MA£ECKICH 1;53.772746;22.333674
POZ;19-500;GALWIECIE;GALWIECIE 5;54.269793;22.334915
POZ;19-300;E£K;11 LISTOPADA 24;53.831961;22.335739
POZ;19-300;E£K;JULIANA TUWIMA 20/4U;53.833649;22.336362
AOS;19-300;E£K;BARANKI 24;53.793636;22.33971
AOS;19-301;E£K;BARANKI 24;53.793636;22.33971
POZ;19-300;E£K;BARANKI 24;53.793636;22.33971
PRO;19-300;E£K;BARANKI 24;53.793636;22.33971
REH;19-300;E£K;BARANKI 24;53.793636;22.33971
RTM;19-300;E£K;BARANKI 24;53.793636;22.33971
SOK;19-300;E£K;BARANKI 24;53.793636;22.33971
SOK;19-301;E£K;BARANKI 24;53.793636;22.33971
SPO;19-300;E£K;BARANKI 24;53.793636;22.33971
SZP;19-300;E£K;BARANKI 24;53.793636;22.33971
SZP;19-301;E£K;BARANKI 24;53.793636;22.33971
PSY;19-300;E£K;TUWIMA 1/1;53.83381;22.339923
STM;19-300;E£K;TUWIMA 22/4U;53.834551;22.340014
POZ;19-300;E£K;KAJKI 4;53.83015;22.341289
POZ;19-300;STRADUNY;KOåCIUSZKI 40;53.893976;22.341944
STM;19-300;E£K;KAJKI 12;53.832625;22.342387
ZPO;19-300;E£K;KAJKI 12;53.832625;22.342387
ZPO;19-300;E£K;SIKORSKIEGO 3;53.83066;22.344196
PSY;19-300;E£K;PU£ASKIEGO 21;53.822269;22.344919
POZ;19-300;E£K;SZAFERA 2;53.826907;22.345118
STM;19-300;E£K;PROF. W£ADYS£AWA SZAFERA 2;53.826907;22.345118
PSY;19-300;E£K;WILE—SKA 25A;53.834766;22.345547
AOS;19-300;E£K;GRODZIE—SKA 10;53.833552;22.345574
POZ;19-300;E£K;GRODZIE—SKA 10;53.833552;22.345574
STM;19-300;E£K;PI£SUDSKIEGO 18A;53.829302;22.345605
POZ;19-300;STRADUNY;NADRZECZNA 17/1;53.891637;22.346015
STM;19-300;STRADUNY;NADRZECZNA 17/1;53.891637;22.346015
STM;19-300;E£K;PI£SUDSKIEGO 18 A;53.828899;22.346043
ZPO;19-300;E£K;WOJSKA POLSKIEGO 42;53.822857;22.346159
STM;19-300;E£K;MICKIEWICZA 1/A;53.824698;22.34627
